timestamp,instrument_id,instrument_type,process_variable,setpoint,measurement_error,signal_noise,drift_rate,ambient_temperature,humidity,vibration_level,power_supply_voltage,calibration_age_days,maintenance_overdue_days,operating_pressure,operating_temperature,process_load_percent,response_time_ms,error_code,fault_status
2025-04-25 06:05:52,TT210,Temperature Transmitter,89.7476,87.5676,2.1799,0.1119,0.1085,31.48,52.93,0.255,23.972,215,14,10.333,249.72,72.4,531.93,0,Normal
2025-02-01 05:20:05,PT138,Pressure Transmitter,34.7144,35.4281,-0.7137,0.213,0.0669,31.57,71.99,0.7402,24.759,111,2,19.749,154.12,96.42,491.68,0,Normal
2025-02-25 17:47:44,PT140,Pressure Transmitter,39.9589,40.6928,-0.7339,0.1385,0.1099,34.01,66.96,0.0933,23.825,145,108,43.017,101.43,46.45,686.7,0,Normal
2025-05-14 21:41:37,TT210,Temperature Transmitter,88.1847,87.8415,0.3432,0.0618,0.1189,30.41,57.66,0.05,24.148,234,33,5.0,237.64,44.2,721.86,0,Normal
2025-01-12 06:25:41,PT130,Pressure Transmitter,13.1523,12.9913,0.161,0.3486,0.042,29.33,82.84,0.4606,22.475,28,65,17.192,242.62,53.79,654.98,0,Normal
2025-01-27 22:58:00,FM308,Flow Meter,100.07,98.6414,1.4285,0.2691,0.0738,30.59,77.84,0.4019,23.684,131,0,51.756,55.38,60.31,466.28,0,Normal
2025-01-21 07:24:36,TT244,Temperature Transmitter,278.1419,280.3321,-2.1901,0.2008,0.0723,28.25,84.4,0.234,23.922,122,0,49.023,176.96,68.74,874.45,0,Normal
2025-01-29 00:44:01,TT244,Temperature Transmitter,278.2928,281.0246,-2.7318,0.156,0.0938,32.03,55.36,0.1396,24.323,130,0,48.95,173.05,59.42,1389.51,0,Normal
2025-01-10 04:06:40,PT127,Pressure Transmitter,55.05,55.0556,-0.0056,0.1643,0.0473,29.02,71.73,0.1293,24.592,46,0,36.249,225.81,43.49,390.58,0,Normal
2025-03-02 06:20:31,TT229,Temperature Transmitter,70.0542,67.9484,2.1058,0.2667,0.0152,33.66,69.75,0.7572,24.403,87,13,32.801,54.3,87.17,998.2,0,Normal
2025-03-15 13:50:11,PT146,Pressure Transmitter,24.9975,25.9196,-0.922,0.2147,0.0605,35.33,64.47,0.9239,23.684,123,11,25.291,262.25,94.29,198.81,0,Normal
2025-02-06 04:13:31,LT428,Level Transmitter,66.9854,67.7494,-0.764,0.1838,0.0881,30.11,70.73,0.2866,24.278,141,74,22.928,177.15,46.66,672.22,0,Normal
2025-03-15 10:16:27,TT202,Temperature Transmitter,138.7999,141.9935,-3.1936,0.3049,0.0645,31.58,50.04,0.5797,24.042,97,9,46.691,234.11,74.92,1178.81,133,Warning
2025-02-06 13:56:48,FM325,Flow Meter,570.2384,568.1817,2.0566,0.2174,0.0634,31.36,58.73,0.3808,23.642,138,0,9.01,75.8,54.29,740.67,0,Normal
2025-05-01 17:23:27,PT109,Pressure Transmitter,57.1376,56.278,0.8595,0.3082,0.1293,30.35,54.22,0.4752,23.982,222,140,48.851,112.56,52.63,525.9,117,Warning
2025-04-18 23:18:49,PT146,Pressure Transmitter,25.2675,25.2445,0.023,0.1426,0.0784,34.6,52.33,0.343,24.408,157,45,15.302,226.92,55.38,239.98,0,Normal
2025-04-05 04:55:50,LT414,Level Transmitter,50.2936,50.992,-0.6983,0.1487,0.0693,34.99,48.29,0.05,23.533,111,35,10.861,52.17,38.69,1143.97,0,Normal
2025-01-13 01:39:19,FM310,Flow Meter,319.0761,314.0604,5.0156,0.1971,0.0883,30.29,81.76,0.05,24.245,123,2,22.638,93.91,35.5,601.68,161,Warning
2025-03-24 10:12:35,FM329,Flow Meter,365.0949,363.4469,1.6481,0.2547,0.0756,36.19,64.17,0.5882,23.266,141,61,7.04,42.86,52.89,866.13,157,Warning
2025-03-30 06:19:31,LT405,Level Transmitter,19.1447,20.2022,-1.0575,0.2686,0.0645,33.77,65.93,0.6481,23.739,110,94,38.304,167.63,75.84,1707.17,177,Warning
2025-04-30 21:13:58,TT228,Temperature Transmitter,126.8921,123.8779,3.0142,0.1819,0.1254,34.32,47.88,0.4708,24.502,194,72,15.779,160.11,71.18,881.46,237,Faulty
2025-03-05 05:36:13,TT213,Temperature Transmitter,128.9572,128.7255,0.2318,0.1751,0.0221,32.42,65.11,0.1332,24.177,72,0,30.476,57.9,45.56,1189.78,0,Normal
2025-01-19 02:51:38,FM309,Flow Meter,157.1321,158.4017,-1.2696,0.3006,0.0301,28.48,70.6,0.7302,24.17,58,0,27.62,211.91,83.14,366.47,0,Normal
2025-02-13 12:30:14,TT226,Temperature Transmitter,284.2714,282.9729,1.2985,0.4427,0.1163,31.98,70.76,0.5993,21.959,155,0,28.946,161.48,71.81,1104.46,237,Faulty
2025-04-03 04:04:58,LT404,Level Transmitter,37.4764,38.5812,-1.1048,0.3325,0.0746,34.78,52.33,0.7768,23.78,129,126,23.4,213.84,65.66,2287.19,281,Faulty
2025-04-26 06:56:31,FM311,Flow Meter,525.6123,528.7318,-3.1194,0.4462,0.1784,32.69,53.5,1.2149,23.927,216,118,46.84,95.28,91.62,954.27,257,Faulty
2025-03-14 20:11:39,PT147,Pressure Transmitter,48.3794,46.7917,1.5877,0.3822,0.0779,36.13,52.04,1.2071,26.012,172,128,21.194,82.68,92.72,655.67,221,Faulty
2025-02-13 12:46:34,TT207,Temperature Transmitter,69.1476,69.3747,-0.2271,0.2572,0.0111,30.58,65.2,0.2754,24.31,59,7,45.994,154.34,69.95,1330.15,0,Normal
2025-04-22 18:23:21,PT127,Pressure Transmitter,54.7213,55.4354,-0.7141,0.2164,0.1055,33.99,49.01,0.2304,24.16,148,42,35.738,235.45,59.52,527.86,0,Normal
2025-05-02 04:11:44,PT102,Pressure Transmitter,32.4136,32.328,0.0856,0.2551,0.0872,34.7,53.73,0.3377,22.429,128,118,23.137,72.26,45.01,570.34,110,Warning
2025-03-08 21:28:16,FM314,Flow Meter,298.6515,302.4144,-3.7629,0.178,0.0802,33.45,72.23,0.3244,24.262,129,43,16.887,226.18,30.0,700.5,153,Warning
2025-03-03 16:33:49,FM337,Flow Meter,178.0635,174.9683,3.0952,0.2193,0.1054,33.75,73.92,0.7275,24.024,171,0,28.15,87.49,78.97,660.82,150,Warning
2025-03-24 14:34:20,FM316,Flow Meter,383.4819,383.2586,0.2233,0.1119,0.1018,34.29,60.24,0.2754,24.422,164,12,47.363,214.74,48.16,885.4,0,Normal
2025-02-15 04:49:11,LT417,Level Transmitter,15.1162,17.8535,-2.7373,0.1757,0.0284,31.7,77.05,0.5737,23.802,45,0,13.684,170.44,76.64,1586.47,0,Normal
2025-01-24 02:34:23,LT415,Level Transmitter,37.9784,36.9489,1.0295,0.1854,0.0801,29.02,74.45,0.1783,23.939,94,0,19.816,154.72,54.34,1187.22,0,Normal
2025-01-23 01:49:36,PT109,Pressure Transmitter,56.1518,56.1785,-0.0267,0.2451,0.0784,29.89,83.38,0.05,23.737,124,42,45.874,105.5,41.37,307.7,0,Normal
2025-05-05 23:20:10,LT420,Level Transmitter,64.5778,64.657,-0.0792,0.1941,0.0666,30.16,55.97,0.543,25.094,144,67,22.295,110.69,59.56,1230.77,170,Warning
2025-03-02 11:35:15,FM308,Flow Meter,99.9262,99.4756,0.4506,0.3536,0.1196,32.7,69.56,0.7363,24.573,165,4,59.333,69.81,83.9,538.76,0,Normal
2025-04-26 18:42:24,PT140,Pressure Transmitter,42.0536,41.3057,0.7479,0.4159,0.1213,32.44,54.03,0.9962,21.698,205,168,52.748,123.74,84.06,898.02,213,Faulty
2025-03-06 09:36:37,LT410,Level Transmitter,33.2922,31.9359,1.3564,0.201,0.0962,33.04,59.18,0.3743,24.129,146,33,35.274,42.94,56.58,1846.51,0,Normal
2025-01-01 19:45:20,FM340,Flow Meter,331.5545,332.8881,-1.3336,0.2858,0.0462,25.91,63.21,0.7541,23.385,46,0,52.775,80.05,67.45,961.46,0,Normal
2025-03-27 20:30:19,TT216,Temperature Transmitter,141.3626,141.3022,0.0604,0.2904,0.077,30.96,66.31,0.6264,24.136,89,76,24.779,199.91,71.41,636.47,0,Normal
2025-03-09 05:29:42,FM330,Flow Meter,517.6975,517.05,0.6475,0.3113,0.0714,31.93,62.75,0.6391,23.195,168,0,18.511,140.32,48.9,796.16,0,Normal
2025-02-07 22:26:47,PT108,Pressure Transmitter,13.3063,13.5587,-0.2524,0.3021,0.0982,30.53,85.06,0.2596,23.893,121,29,50.341,227.19,46.6,658.09,0,Normal
2025-03-16 14:16:33,FM324,Flow Meter,377.7833,379.5982,-1.8149,0.216,0.0335,35.19,65.77,0.9221,24.155,88,46,57.986,140.99,85.01,1294.08,0,Normal
2025-04-26 08:02:36,TT229,Temperature Transmitter,69.8186,69.6074,0.2112,0.3305,0.0537,33.13,42.13,0.7544,23.835,142,68,36.32,54.32,89.54,1031.24,0,Normal
2025-01-27 00:09:41,PT110,Pressure Transmitter,15.1799,14.79,0.3899,0.1405,0.0291,31.72,68.47,0.1227,24.447,75,0,12.545,197.73,45.67,373.24,0,Normal
2025-04-14 07:28:09,TT239,Temperature Transmitter,135.1392,132.6523,2.4868,0.258,0.061,31.27,50.97,0.447,23.93,113,77,20.423,164.04,84.59,551.2,137,Warning
2025-03-15 22:14:39,LT411,Level Transmitter,75.391,74.9337,0.4573,0.4358,0.0593,35.51,57.41,1.1787,23.887,126,117,50.774,100.44,87.55,887.56,170,Warning
2025-05-19 19:38:04,FM329,Flow Meter,362.1626,362.8382,-0.6756,0.2427,0.0957,31.61,44.18,0.1885,23.833,197,117,5.0,37.44,40.68,1028.28,153,Warning
2025-05-22 04:26:56,PT143,Pressure Transmitter,14.5196,14.8155,-0.2959,0.4458,0.0869,32.19,39.39,1.1499,24.119,160,198,22.123,106.11,86.03,834.44,210,Faulty
2025-01-19 09:23:28,LT408,Level Transmitter,37.5441,37.2905,0.2535,0.2381,0.031,29.05,72.18,0.6487,24.157,90,0,28.193,202.85,93.77,1047.79,0,Normal
2025-02-08 12:25:28,TT221,Temperature Transmitter,118.8642,122.0582,-3.194,0.1352,0.0431,31.39,78.73,0.05,24.193,56,0,23.755,197.03,46.0,921.23,0,Normal
2025-05-06 22:37:01,TT213,Temperature Transmitter,130.4313,129.6263,0.805,0.1023,0.039,31.23,53.42,0.0734,23.934,134,0,31.262,61.84,48.7,1105.95,0,Normal
2025-01-24 18:20:42,PT101,Pressure Transmitter,22.3945,21.9818,0.4127,0.2141,0.031,29.83,77.05,0.3527,24.064,60,40,46.887,240.03,50.81,630.91,0,Normal
2025-03-28 05:40:45,FM340,Flow Meter,337.4706,332.1854,5.2852,0.2657,0.0842,34.47,65.27,0.8079,24.199,132,0,55.277,79.2,83.65,547.92,250,Faulty
2025-04-07 04:24:16,LT406,Level Transmitter,77.2588,77.405,-0.1463,0.1403,0.0582,30.01,48.69,0.3616,24.001,127,108,26.829,223.03,53.84,1470.67,0,Normal
2025-05-02 12:27:45,TT215,Temperature Transmitter,292.1353,290.7239,1.4114,0.0803,0.1253,32.38,49.49,0.05,24.15,211,8,5.0,164.72,38.02,1133.7,0,Normal
2025-02-27 10:52:43,PT148,Pressure Transmitter,31.753,31.9761,-0.2231,0.3198,0.1184,31.79,77.57,0.76,24.159,167,0,47.652,158.81,80.6,256.91,0,Normal
2025-03-23 15:57:41,LT413,Level Transmitter,39.2627,38.4973,0.7653,0.1033,0.0735,33.0,70.44,0.0917,24.239,117,50,43.42,223.0,42.66,1490.04,0,Normal
2025-03-09 18:30:30,TT219,Temperature Transmitter,77.8268,78.0443,-0.2175,0.1471,0.0605,35.55,67.45,0.05,26.007,123,0,6.842,150.31,40.68,479.87,0,Normal
2025-01-26 23:31:29,FM311,Flow Meter,527.8443,528.5822,-0.7379,0.269,0.098,30.51,78.38,0.4751,23.632,126,28,36.038,62.11,45.9,974.37,0,Normal
2025-02-08 08:17:34,PT145,Pressure Transmitter,35.8173,35.8969,-0.0796,0.108,0.0476,31.66,79.53,0.2447,24.022,57,1,16.331,158.3,51.82,661.88,0,Normal
2025-04-11 02:17:12,FM331,Flow Meter,198.4571,201.5305,-3.0735,0.428,0.1024,33.45,57.26,0.9249,24.357,163,95,39.11,163.89,75.24,313.58,257,Faulty
2025-03-21 02:55:48,PT124,Pressure Transmitter,59.492,59.2726,0.2195,0.1401,0.0564,34.19,52.53,0.05,24.045,132,0,13.674,43.25,36.28,261.62,0,Normal
2025-02-26 04:19:28,LT424,Level Transmitter,55.5253,54.7291,0.7963,0.2386,0.082,32.25,67.89,0.3911,23.75,141,0,37.565,169.0,70.0,819.22,0,Normal
2025-05-13 05:05:38,TT219,Temperature Transmitter,75.1906,79.9033,-4.7127,0.3106,0.1149,32.17,43.83,0.7331,23.54,188,0,19.121,182.87,95.07,1415.04,237,Faulty
2025-03-02 23:12:02,LT428,Level Transmitter,68.9054,68.4264,0.479,0.2906,0.0732,34.37,66.36,0.839,23.571,165,98,32.295,205.04,82.69,821.42,177,Warning
2025-02-27 17:15:36,LT406,Level Transmitter,77.3932,77.7969,-0.4038,0.1574,0.0472,32.17,67.91,0.5325,24.511,88,69,32.086,239.27,65.05,1287.18,0,Normal
2025-03-18 17:45:38,TT202,Temperature Transmitter,140.8724,141.074,-0.2016,0.086,0.067,38.75,62.94,0.05,24.069,100,12,40.842,223.72,50.5,1126.53,0,Normal
2025-04-16 12:25:48,PT116,Pressure Transmitter,53.3118,53.8154,-0.5037,0.4243,0.1143,36.13,58.62,1.0515,21.907,185,130,33.478,94.97,86.45,516.46,221,Faulty
2025-04-21 12:38:58,PT138,Pressure Transmitter,34.1902,34.3956,-0.2054,0.1449,0.0943,32.19,56.12,0.1684,24.042,190,81,10.05,121.55,49.14,629.26,0,Normal
2025-02-04 11:09:41,LT404,Level Transmitter,37.9516,38.575,-0.6234,0.2699,0.0429,27.78,70.9,0.6631,23.983,71,68,29.475,220.04,81.73,1060.76,0,Normal
2025-01-18 16:20:54,TT230,Temperature Transmitter,228.2068,230.7,-2.4932,0.2463,0.0227,28.88,72.75,0.7673,23.805,40,0,16.187,105.86,81.34,1289.38,0,Normal
2025-03-25 17:52:19,PT123,Pressure Transmitter,54.8528,54.0635,0.7893,0.3772,0.1286,34.01,63.39,0.9693,23.824,202,137,54.127,108.59,69.86,579.82,221,Faulty
2025-01-22 01:13:58,TT247,Temperature Transmitter,128.1462,127.4594,0.6869,0.1719,0.0315,30.97,68.92,0.3797,24.2,98,0,24.204,87.08,78.18,1074.22,0,Normal
2025-02-27 05:46:35,FM311,Flow Meter,530.011,528.1981,1.8129,0.2796,0.14,31.91,75.6,0.7174,24.109,158,60,44.573,85.13,80.95,413.14,153,Warning
2025-05-01 10:50:01,FM311,Flow Meter,526.8036,528.2926,-1.489,0.2506,0.1693,32.77,49.98,0.3875,23.668,221,123,32.161,59.0,35.38,845.56,257,Faulty
2025-05-19 07:49:46,PT114,Pressure Transmitter,19.0781,19.3214,-0.2433,0.1563,0.0714,31.94,46.47,0.3988,23.94,166,109,18.898,119.32,53.47,741.93,0,Normal
2025-01-17 00:07:50,TT249,Temperature Transmitter,106.9981,107.8224,-0.8243,0.1806,0.0365,29.72,80.28,0.4125,23.487,96,0,23.304,194.82,65.73,695.16,0,Normal
2025-01-12 00:23:41,TT243,Temperature Transmitter,92.4925,92.3974,0.0951,0.1769,0.0631,30.4,70.38,0.284,24.058,112,0,14.02,143.84,51.04,1102.78,0,Normal
2025-01-09 22:34:05,FM321,Flow Meter,188.2434,188.4462,-0.2027,0.148,0.0625,27.73,79.56,0.3188,24.268,117,17,35.091,230.43,43.81,384.31,0,Normal
2025-03-21 03:20:54,PT141,Pressure Transmitter,46.7486,47.2664,-0.5178,0.2122,0.13,30.22,77.74,0.1741,24.295,142,47,36.388,231.01,40.55,431.61,0,Normal
2025-04-30 19:29:02,FM327,Flow Meter,161.1154,163.366,-2.2506,0.2142,0.1149,32.98,52.98,0.4291,24.123,159,30,21.583,217.95,51.37,1138.79,161,Warning
2025-01-02 19:58:39,TT238,Temperature Transmitter,308.3454,309.9902,-1.6448,0.1973,0.0046,27.04,78.95,0.3989,23.675,2,0,36.281,242.11,77.99,902.52,0,Normal
2025-03-09 01:32:06,TT233,Temperature Transmitter,161.7526,161.469,0.2836,0.1306,0.0335,30.2,71.84,0.05,23.951,125,0,14.718,91.84,47.8,1150.54,0,Normal
2025-05-03 01:13:39,LT404,Level Transmitter,39.0811,38.3551,0.726,0.1704,0.0783,31.45,50.67,0.3584,24.278,159,156,19.337,205.19,50.71,1710.69,170,Warning
2025-02-25 00:53:03,LT415,Level Transmitter,37.4498,37.0528,0.3969,0.293,0.0826,32.13,78.87,0.2735,23.875,126,0,18.93,159.59,52.85,1234.25,0,Normal
2025-05-06 01:04:19,PT109,Pressure Transmitter,55.2697,56.7256,-1.4559,0.4752,0.1376,31.7,47.81,1.105,23.942,227,145,53.33,127.51,75.17,311.23,217,Faulty
2025-04-28 15:21:52,TT242,Temperature Transmitter,292.6891,292.9591,-0.2699,0.2353,0.1267,36.59,36.28,0.5916,23.412,217,108,32.116,135.53,69.87,1266.95,137,Warning
2025-04-25 06:49:57,FM324,Flow Meter,388.7587,380.7646,7.9941,0.2688,0.0905,33.88,45.97,1.0342,24.391,128,86,58.136,139.44,91.1,638.97,261,Faulty
2025-04-23 00:58:02,FM338,Flow Meter,346.9556,348.009,-1.0534,0.1524,0.1451,30.3,42.96,0.6225,23.996,187,58,35.63,63.7,65.95,1194.28,153,Warning
2025-04-13 23:00:10,LT407,Level Transmitter,26.7852,24.5261,2.259,0.4473,0.0637,34.28,50.26,0.9421,23.34,104,89,31.78,189.44,84.63,2270.68,281,Faulty
2025-03-21 22:18:33,TT206,Temperature Transmitter,249.5964,248.8239,0.7726,0.1159,0.0751,35.16,53.63,0.05,23.967,157,0,9.402,231.32,36.14,1043.21,0,Normal
2025-04-23 07:40:13,TT201,Temperature Transmitter,176.2835,178.0788,-1.7953,0.1922,0.0816,33.21,54.22,0.3481,23.99,178,74,18.347,255.19,65.96,856.98,130,Warning
2025-03-24 10:02:58,PT102,Pressure Transmitter,30.8693,32.0223,-1.153,0.2776,0.0256,32.75,81.29,0.2578,24.023,89,79,20.078,70.96,41.11,331.27,0,Normal
2025-03-01 16:17:37,FM329,Flow Meter,366.8959,363.0452,3.8507,0.2806,0.0712,34.45,68.86,0.5786,24.501,118,38,13.99,52.37,72.63,891.25,253,Faulty
2025-04-23 03:15:22,TT236,Temperature Transmitter,307.7055,308.8285,-1.123,0.2376,0.1458,31.43,53.24,0.1724,24.187,198,0,51.903,241.64,62.62,1071.48,0,Normal
2025-01-22 07:04:57,PT146,Pressure Transmitter,24.2822,25.1235,-0.8413,0.1592,0.0464,31.17,66.36,0.4842,23.806,71,0,13.241,239.5,58.3,379.02,0,Normal
2025-04-09 14:44:03,PT114,Pressure Transmitter,17.8195,19.9504,-2.1309,0.3334,0.0573,34.69,55.27,0.8481,23.738,126,69,28.665,129.3,88.27,552.72,112,Warning
2025-02-10 20:18:50,TT210,Temperature Transmitter,87.8104,87.3395,0.4708,0.2326,0.0501,33.86,82.4,0.4683,23.753,141,0,10.093,248.27,76.57,870.52,0,Normal
2025-03-16 08:09:48,FM313,Flow Meter,409.4023,413.5081,-4.1058,0.2973,0.0965,33.89,70.94,0.5972,23.882,131,0,40.289,165.62,84.52,343.6,150,Warning
2025-01-15 02:23:43,TT203,Temperature Transmitter,124.7634,124.9203,-0.1569,0.1981,0.043,27.52,82.85,0.5728,23.906,114,0,11.269,179.14,65.93,1120.27,0,Normal
2025-05-10 12:06:04,PT107,Pressure Transmitter,31.8975,32.1905,-0.293,0.3532,0.1089,32.44,47.32,1.3032,23.742,228,182,19.078,133.91,89.44,966.88,221,Faulty
2025-05-06 10:35:39,LT419,Level Transmitter,70.6287,72.0964,-1.4677,0.1543,0.0839,35.1,63.24,0.1805,24.184,158,17,55.543,137.61,54.85,1265.4,0,Normal
2025-01-04 09:18:06,TT204,Temperature Transmitter,133.5311,134.5538,-1.0228,0.2239,0.0613,27.62,66.88,0.829,24.021,99,0,18.024,206.15,100.0,856.67,0,Normal
2025-04-20 21:10:58,LT409,Level Transmitter,81.063,80.2574,0.8056,0.0624,0.1357,29.77,54.69,0.05,24.579,220,59,17.775,216.73,44.86,1540.51,181,Warning
